number,street,unit,city,postcode,lon,lat
3040,BENVENUE AVE,,BERKELEY,94705,-122.2541509,37.8544042
3041,HILLEGASS AVE,,BERKELEY,94705,-122.254563,37.8544042
3045,HILLEGASS AVE,,BERKELEY,94705,-122.2545565,37.8543106
2607,WOOLSEY ST,,BERKELEY,94705,-122.2544087,37.8538827
2602,WEBSTER ST,,BERKELEY,94705,-122.254721,37.8557165
3020,BENVENUE AVE,,BERKELEY,94705,-122.2542079,37.8549986
3055,HILLEGASS AVE,,BERKELEY,94705,-122.2545333,37.8540829
3005,HILLEGASS AVE,,BERKELEY,94705,-122.2547107,37.8556092
3030,BENVENUE AVE,,BERKELEY,94705,-122.254184,37.8547834
3023,HILLEGASS AVE,,BERKELEY,94705,-122.2546022,37.8548349
3017,HILLEGASS AVE,,BERKELEY,94705,-122.2546375,37.8551712
3046,BENVENUE AVE,,BERKELEY,94705,-122.2541261,37.8541346
3053,HILLEGASS AVE,,BERKELEY,94705,-122.2545446,37.8541998
3027,HILLEGASS AVE,,BERKELEY,94705,-122.2545834,37.8546254
3026,BENVENUE AVE,,BERKELEY,94705,-122.2541948,37.85489
3038,BENVENUE AVE,,BERKELEY,94705,-122.2541638,37.8545413
3012,BENVENUE AVE,,BERKELEY,94705,-122.2542386,37.855333
3021,HILLEGASS AVE,,BERKELEY,94705,-122.2546143,37.854947
2612,WEBSTER ST,,BERKELEY,94705,-122.2542338,37.8557245
3009,HILLEGASS AVE,,BERKELEY,94705,-122.2546999,37.8554964
2608,WEBSTER ST,,BERKELEY,94705,-122.2544691,37.8556382
3032,HILLEGASS AVE,,BERKELEY,94705,-122.2551927,37.854436
3075,BATEMAN ST,,BERKELEY,94705,-122.2555228,37.8539577
3035,BATEMAN ST,,BERKELEY,94705,-122.2555745,37.8545014
3018,HILLEGASS AVE,,BERKELEY,94705,-122.2552386,37.8549816
3016,HILLEGASS AVE,,BERKELEY,94705,-122.2552508,37.8550937
2522,WEBSTER ST,,BERKELEY,94705,-122.2556247,37.8555132
3028,HILLEGASS AVE,,BERKELEY,94705,-122.2552124,37.8546531
3019,BATEMAN ST,,BERKELEY,94705,-122.2556115,37.8549549
3026,HILLEGASS AVE,,BERKELEY,94705,-122.2552198,37.8547618
3050,HILLEGASS AVE,,BERKELEY,94705,-122.2551511,37.8540054
3079,BATEMAN ST,,BERKELEY,94705,-122.2556023,37.8538342
3056,HILLEGASS AVE,,BERKELEY,94705,-122.2551196,37.8538157
3067,BATEMAN ST,,BERKELEY,94705,-122.2555659,37.8543903
3069,BATEMAN ST,,BERKELEY,94705,-122.2555533,37.854282
3031,BATEMAN ST,,BERKELEY,94705,-122.2555841,37.8546057
3036,HILLEGASS AVE,,BERKELEY,94705,-122.2551702,37.8542194
3004,HILLEGASS AVE,,BERKELEY,94705,-122.255212,37.8555149
2509,WOOLSEY ST,,BERKELEY,94705,-122.2554047,37.8537187
3025,BATEMAN ST,,BERKELEY,94705,-122.2556186,37.854818
3027,BATEMAN ST,,BERKELEY,94705,-122.2555916,37.8547144
3030,HILLEGASS AVE,,BERKELEY,94705,-122.2552033,37.8545482
3014,HILLEGASS AVE,,BERKELEY,94705,-122.2552605,37.8552024
3000,HILLEGASS AVE,,BERKELEY,94705,-122.2552251,37.8556452
2520,WEBSTER ST,,BERKELEY,94705,-122.2557629,37.8554953
2526,WEBSTER ST,,BERKELEY,94705,-122.2554471,37.8554982
3073,BATEMAN ST,,BERKELEY,94705,-122.2555329,37.8540571
2507,WOOLSEY ST,,BERKELEY,94705,-122.2555887,37.8536964
3071,BATEMAN ST,,BERKELEY,94705,-122.2555441,37.8541719
3038,HILLEGASS AVE,,BERKELEY,94705,-122.2551613,37.8541038
3015,BATEMAN ST,,BERKELEY,94705,-122.2556441,37.8552908
3034,HILLEGASS AVE,,BERKELEY,94705,-122.2551823,37.8543294
3022,HILLEGASS AVE,,BERKELEY,94705,-122.2552462,37.8548637
3010,HILLEGASS AVE,,BERKELEY,94705,-122.2552722,37.8553368
3017,BATEMAN ST,,BERKELEY,94705,-122.2556322,37.855156
2501,WOOLSEY ST,,BERKELEY,94705,-122.2559871,37.8536475
2503,WOOLSEY ST,,BERKELEY,94705,-122.2559871,37.8536475
2510,PRINCE ST,,BERKELEY,94705,-122.2558393,37.8539669
2417,WOOLSEY ST,,BERKELEY,94705,-122.2575117,37.8534965
2431,WOOLSEY ST,,BERKELEY,94705,-122.2570019,37.8535645
3089,REGENT ST,,BERKELEY,94705,-122.2560099,37.8537822
2444,PRINCE ST,,BERKELEY,94705,-122.2578325,37.8537087
2411,WOOLSEY ST,,BERKELEY,94705,-122.2578052,37.8534578
,WOOLSEY ST,,BERKELEY,94705,-122.2559871,37.8536475
2506,PRINCE ST,,BERKELEY,94705,-122.2559966,37.8539465
2458,PRINCE ST,,BERKELEY,94705,-122.2574171,37.8537609
2462,PRINCE ST,,BERKELEY,94705,-122.2572791,37.8537791
2474,PRINCE ST,,BERKELEY,94705,-122.256836,37.8538372
2443,WOOLSEY ST,,BERKELEY,94705,-122.2563746,37.8536476
2436,PRINCE ST,,BERKELEY,94705,-122.2582674,37.8536521
2440,PRINCE ST,,BERKELEY,94705,-122.2581192,37.8536718
2454,PRINCE ST,,BERKELEY,94705,-122.2575467,37.8537442
3055,DANA ST,,BERKELEY,94705,-122.2582243,37.8533921
2407,WOOLSEY ST,,BERKELEY,94705,-122.2579373,37.853418
2476,PRINCE ST,,BERKELEY,94705,-122.2566941,37.8538547
2403,WOOLSEY ST,,BERKELEY,94705,-122.2580825,37.8534007
2464,PRINCE ST,,BERKELEY,94705,-122.2571291,37.8537981
2466,PRINCE ST,,BERKELEY,94705,-122.256982,37.8538171
2505,WOOLSEY ST,,BERKELEY,94705,-122.255803,37.8536774
2448,PRINCE ST,,BERKELEY,94705,-122.2576878,37.8537266
2478,PRINCE ST,,BERKELEY,94705,-122.256557,37.8538719
2482,PRINCE ST,,BERKELEY,94705,-122.2564281,37.8538889
2421,WOOLSEY ST,,BERKELEY,94705,-122.2573488,37.8535191
2425,WOOLSEY ST,,BERKELEY,94705,-122.2571801,37.8535409
2435,WOOLSEY ST,,BERKELEY,94705,-122.2568286,37.8535883
2415,WOOLSEY ST,,BERKELEY,94705,-122.2576674,37.8534777
2439,WOOLSEY ST,,BERKELEY,94705,-122.2566592,37.8536101
2441,WOOLSEY ST,,BERKELEY,94705,-122.2565032,37.8536296
2442,PRINCE ST,,BERKELEY,94705,-122.2579749,37.853689
2500,PRINCE ST,,BERKELEY,94705,-122.2561216,37.8539271
2357,WOOLSEY ST,,BERKELEY,94705,-122.2592471,37.8533017
2363,WOOLSEY ST,,BERKELEY,94705,-122.2589451,37.8533432
2351,WOOLSEY ST,,BERKELEY,94705,-122.2594992,37.8532413
2428,PRINCE ST,,BERKELEY,94705,-122.2586247,37.8536615
3111,TELEGRAPH AVE,,BERKELEY,94705,-122.2596828,37.8533853
3115,TELEGRAPH AVE,,BERKELEY,94705,-122.2598078,37.8532019
3101,TELEGRAPH AVE,,BERKELEY,94705,-122.2596894,37.8535925
2418,PRINCE ST,,BERKELEY,94705,-122.2590553,37.8536046
2420,PRINCE ST,,BERKELEY,94705,-122.2589008,37.8536248
2347,WOOLSEY ST,,BERKELEY,94705,-122.2596332,37.8532231
3105,TELEGRAPH AVE,,BERKELEY,94705,-122.259686,37.8534837
2414,PRINCE ST,,BERKELEY,94705,-122.2592013,37.8535877
2367,WOOLSEY ST,,BERKELEY,94705,-122.2588248,37.8533564
2373,WOOLSEY ST,,BERKELEY,94705,-122.2587069,37.8533702
2377,WOOLSEY ST,,BERKELEY,94705,-122.2585677,37.8533883
2355,WOOLSEY ST,,BERKELEY,94705,-122.2593657,37.8532583
2410,PRINCE ST,,BERKELEY,94705,-122.25946,37.853616
2412,PRINCE ST,,BERKELEY,94705,-122.2593279,37.8535686
2361,WOOLSEY ST,,BERKELEY,94705,-122.2590904,37.8533222
2424,PRINCE ST,,BERKELEY,94705,-122.258774,37.8536421
2310,PRINCE ST,,BERKELEY,94705,-122.2613357,37.8534611
2312,PRINCE ST,A,BERKELEY,94705,-122.2613357,37.8534611
2310,PRINCE ST,A,BERKELEY,94705,-122.2613357,37.8534611
2312,PRINCE ST,B,BERKELEY,94705,-122.2613357,37.8534611
2317,WOOLSEY ST,,BERKELEY,94705,-122.2611047,37.8530571
3120,TELEGRAPH AVE,,BERKELEY,94705,-122.2605994,37.8531305
2319,WOOLSEY ST,,BERKELEY,94705,-122.2609721,37.8530541
3111,DEAKIN ST,,BERKELEY,94705,-122.2616231,37.8530379
3107,DEAKIN ST,,BERKELEY,94705,-122.261672,37.8532751
2308,PRINCE ST,,BERKELEY,94705,-122.2614717,37.8534811
2330,PRINCE ST,,BERKELEY,94705,-122.2605506,37.853499
3103,DEAKIN ST,,BERKELEY,94705,-122.2617102,37.8534589
,PRINCE ST,,BERKELEY,94705,-122.2613357,37.8534611
2315,WOOLSEY ST,,BERKELEY,94705,-122.2613069,37.8530571
2316,PRINCE ST,,BERKELEY,94705,-122.2610598,37.853514
3109,DEAKIN ST,,BERKELEY,94705,-122.2616507,37.8531724
2300,PRINCE ST,,BERKELEY,94705,-122.2617289,37.8535493
2314,PRINCE ST,,BERKELEY,94705,-122.2611974,37.8534811
3105,DEAKIN ST,,BERKELEY,94705,-122.2616908,37.8533665
2326,PRINCE ST,,BERKELEY,94705,-122.2609275,37.8535108
2214,PRINCE ST,,BERKELEY,94705,-122.263399,37.8531937
2209,WOOLSEY ST,,BERKELEY,94705,-122.2635435,37.8528391
2231,WOOLSEY ST,,BERKELEY,94705,-122.2626225,37.8529169
2235,WOOLSEY ST,,BERKELEY,94705,-122.2625023,37.8529359
3108,DEAKIN ST,,BERKELEY,94705,-122.2622299,37.8532235
3109,WHEELER ST,,BERKELEY,94705,-122.2638418,37.8530017
2225,WOOLSEY ST,,BERKELEY,94705,-122.2628636,37.8528841
2240,PRINCE ST,,BERKELEY,94705,-122.2622744,37.8534656
2217,WOOLSEY ST,,BERKELEY,94705,-122.2633565,37.8527984
3116,DEAKIN ST,,BERKELEY,94705,-122.2622184,37.8529641
3111,WHEELER ST,,BERKELEY,94705,-122.2638068,37.8529098
2220,PRINCE ST,,BERKELEY,94705,-122.2630814,37.8531449
3104,DEAKIN ST,,BERKELEY,94705,-122.2622538,37.8533529
3107,WHEELER ST,,BERKELEY,94705,-122.2638579,37.8530876
3112,DEAKIN ST,,BERKELEY,94705,-122.2622411,37.8530891
3120,DEAKIN ST,,BERKELEY,94705,-122.2621274,37.8528498
2223,WOOLSEY ST,,BERKELEY,94705,-122.2630245,37.8528039
2201,WOOLSEY ST,,BERKELEY,94705,-122.2637788,37.8526655
2219,WOOLSEY ST,,BERKELEY,94705,-122.2631976,37.8527926
2230,PRINCE ST,,BERKELEY,94705,-122.2625328,37.8533308
2210,PRINCE ST,,BERKELEY,94705,-122.2635591,37.8531735
2222,PRINCE ST,,BERKELEY,94705,-122.2630061,37.853329
2224,PRINCE ST,,BERKELEY,94705,-122.2628521,37.8532616
2226,PRINCE ST,,BERKELEY,94705,-122.2626952,37.8532832
2227,WOOLSEY ST,,BERKELEY,94705,-122.2627291,37.8529033
2206,PRINCE ST,,BERKELEY,94705,-122.2637018,37.8532375
2243,WOOLSEY ST,,BERKELEY,94705,-122.2623386,37.8528226
3115,WHEELER ST,,BERKELEY,94705,-122.2637905,37.8528219
2200,PRINCE ST,,BERKELEY,94705,-122.2639472,37.8532147
2204,PRINCE ST,,BERKELEY,94705,-122.2638197,37.8532314
2218,PRINCE ST,,BERKELEY,94705,-122.2632276,37.8532148
2205,WOOLSEY ST,,BERKELEY,94705,-122.2636796,37.8527
4,SHATTUCK AV,,BERKELEY,94704,-122.2658598,37.8526587
3113,SHATTUCK AVE,5,BERKELEY,94705,-122.2658598,37.8526587
3111,SHATTUCK AVE,6,BERKELEY,94705,-122.2658598,37.8526587
3111,SHATTUCK AVE,1,BERKELEY,94705,-122.2658598,37.8526587
3113,SHATTUCK AVE,2,BERKELEY,94705,-122.2658598,37.8526587
3113,SHATTUCK AVE,3,BERKELEY,94705,-122.2658598,37.8526587
2107,WOOLSEY ST,,BERKELEY,94705,-122.2658635,37.8525612
,SHATTUCK AVE,,BERKELEY,94705,-122.2658598,37.8526587
3105,SHATTUCK AVE,,BERKELEY,94705,-122.2659005,37.8528569
2111,WOOLSEY ST,,BERKELEY,94705,-122.2656138,37.8526389
2106,PRINCE ST,,BERKELEY,94705,-122.2656541,37.8528857
2118,PRINCE ST,,BERKELEY,94705,-122.265291,37.8529941
2121,WOOLSEY ST,,BERKELEY,94705,-122.2650803,37.8527414
2122,PRINCE ST,,BERKELEY,94705,-122.2651731,37.8530096
2124,PRINCE ST,,BERKELEY,94705,-122.2650886,37.8530194
3101,SHATTUCK AVE,,BERKELEY,94705,-122.2659342,37.8530042
2137,WOOLSEY ST,,BERKELEY,94705,-122.2645978,37.8528043
2139,WOOLSEY ST,,BERKELEY,94705,-122.2644812,37.8528201
2108,PRINCE ST,,BERKELEY,94705,-122.2655352,37.8529629
2112,PRINCE ST,,BERKELEY,94705,-122.2654187,37.8529781
2126,PRINCE ST,,BERKELEY,94705,-122.2649666,37.8530353
2143,WOOLSEY ST,,BERKELEY,94705,-122.2642213,37.8528545
2136,PRINCE ST,,BERKELEY,94705,-122.2644235,37.8531035
2119,WOOLSEY ST,,BERKELEY,94705,-122.2652406,37.8527212
2127,WOOLSEY ST,,BERKELEY,94705,-122.2649123,37.8527632
2129,WOOLSEY ST,,BERKELEY,94705,-122.264741,37.8527843
3100,WHEELER ST,,BERKELEY,94705,-122.2642777,37.8531243
2130,PRINCE ST,,BERKELEY,94705,-122.2647952,37.8530582
2132,PRINCE ST,,BERKELEY,94705,-122.264655,37.8530764
2134,PRINCE ST,,BERKELEY,94705,-122.2645448,37.8530894
2117,WOOLSEY ST,,BERKELEY,94705,-122.2653818,37.8527026
2141,WOOLSEY ST,,BERKELEY,94705,-122.2643609,37.8528374
2113,WOOLSEY ST,,BERKELEY,94705,-122.2655087,37.8526859
2028,PRINCE ST,,BERKELEY,94703,-122.266737,37.8528181
2012,PRINCE ST,,BERKELEY,94703,-122.2674285,37.8527121
2023,WOOLSEY ST,,BERKELEY,94703,-122.2669005,37.852503
2027,WOOLSEY ST,,BERKELEY,94703,-122.2667765,37.852519
3120,SHATTUCK AVE,,BERKELEY,94705,-122.266425,37.8525657
2020,PRINCE ST,,BERKELEY,94703,-122.2671069,37.8527565
2032,PRINCE ST,,BERKELEY,94703,-122.2666333,37.8529156
3100,SHATTUCK AVE,A,BERKELEY,94705,-122.2664446,37.8529421
2015,WOOLSEY ST,,BERKELEY,94703,-122.2673734,37.8524397
2017,WOOLSEY ST,,BERKELEY,94703,-122.2672147,37.8524609
2019,WOOLSEY ST,,BERKELEY,94703,-122.2670519,37.8524819
3102,SHATTUCK AVE,,BERKELEY,94705,-122.2664938,37.8528449
2024,PRINCE ST,,BERKELEY,94703,-122.2669529,37.8527755
2013,WOOLSEY ST,,BERKELEY,94703,-122.2675331,37.852418
2010,PRINCE ST,,BERKELEY,94703,-122.2675892,37.8526919
2014,PRINCE ST,,BERKELEY,94703,-122.2672695,37.8527331
2002,PRINCE ST,,BERKELEY,94703,-122.2678481,37.8526588
2008,PRINCE ST,,BERKELEY,94703,-122.2677279,37.8526726
2026,PRINCE ST,,BERKELEY,94703,-122.266837,37.8527897
2031,WOOLSEY ST,,BERKELEY,94703,-122.2666502,37.8525367
2001,WOOLSEY ST,,BERKELEY,94703,-122.2678759,37.8523738
2003,WOOLSEY ST,,BERKELEY,94703,-122.267707,37.8523976
2000,PRINCE ST,,BERKELEY,94703,-122.2679574,37.8526441
3104,SHATTUCK AVE,,BERKELEY,94705,-122.266477,37.8527442
3195,ADELINE ST,,BERKELEY,94703,-122.2699632,37.8509964
3175,ADELINE ST,,BERKELEY,94703,-122.2699408,37.8511962
3175,ADELINE ST,,BERKELEY,94703,-122.2699291,37.8513331
1917,FAIRVIEW ST,,BERKELEY,94703,-122.269654,37.8512241
1919,FAIRVIEW ST,,BERKELEY,94703,-122.2695042,37.8511612
1923,FAIRVIEW ST,,BERKELEY,94703,-122.269368,37.8511918
1931,FAIRVIEW ST,,BERKELEY,94703,-122.2689901,37.8512733
6615,DOVER ST,,BERKELEY,94609,-122.2691569,37.851439
6621,DOVER ST,,BERKELEY,94609,-122.2691397,37.8515507
3200,TREMONT ST,,BERKELEY,94703,-122.2681656,37.8519803
3204,TREMONT ST,,BERKELEY,94703,-122.2681421,37.8518691
1926,WOOLSEY ST,,BERKELEY,94703,-122.2682988,37.8518691
1924,WOOLSEY ST,,BERKELEY,94703,-122.2684427,37.8518855
1922,WOOLSEY ST,,BERKELEY,94703,-122.2685756,37.8518497
1916,WOOLSEY ST,,BERKELEY,94703,-122.2689991,37.8517763
1918,WOOLSEY ST,,BERKELEY,94703,-122.2688466,37.8518026
1914,WOOLSEY ST,,BERKELEY,94703,-122.2691599,37.851748
1912,WOOLSEY ST,,BERKELEY,94703,-122.2693294,37.8517192
1908,WOOLSEY ST,,BERKELEY,94703,-122.2695425,37.8517305
1900,WOOLSEY ST,,BERKELEY,94703,-122.2697821,37.8517049
3163,ADELINE ST,,BERKELEY,94703,-122.2698302,37.8515407
1927,FAIRVIEW ST,,BERKELEY,94703,-122.2692394,37.8512275
1929,FAIRVIEW ST,,BERKELEY,94703,-122.2691133,37.8512535
3135,HARPER ST,,BERKELEY,94703,-122.2711834,37.8511796
3140,M L KING JR WAY,,BERKELEY,94703,-122.2710326,37.8509918
3127,HARPER ST,,BERKELEY,94703,-122.2713794,37.8513818
3192,ADELINE ST,,BERKELEY,94703,-122.2711145,37.8508812
1840,WOOLSEY ST,,BERKELEY,94703,-122.2710171,37.8514151
3151,HARPER ST,,BERKELEY,94703,-122.2713592,37.8508345
3131,HARPER ST,,BERKELEY,94703,-122.2712898,37.8512981
3198,ADELINE ST,,BERKELEY,94703,-122.2710903,37.8507649
1830,WOOLSEY ST,,BERKELEY,94703,-122.2711881,37.8514056
3114,M L KING JR WAY,,BERKELEY,94703,-122.2710819,37.8518199
3108,M L KING JR WAY,,BERKELEY,94703,-122.2711893,37.8520415
3110,M L KING JR WAY,,BERKELEY,94703,-122.2711667,37.8519426
1824,PRINCE ST,,BERKELEY,94703,-122.2717736,37.8521556
1830,PRINCE ST,,BERKELEY,94703,-122.2713399,37.8522153
1826,PRINCE ST,,BERKELEY,94703,-122.2716087,37.8521794
1828,PRINCE ST,,BERKELEY,94703,-122.2714656,37.8521946
1825,WOOLSEY ST,,BERKELEY,94703,-122.2715504,37.8517133
1839,WOOLSEY ST,,BERKELEY,94703,-122.2711361,37.8517055
3111,HARPER ST,,BERKELEY,94703,-122.2716644,37.8519829
3104,M L KING JR WAY,,BERKELEY,94703,-122.2711473,37.8522324
1821,WOOLSEY ST,,BERKELEY,94703,-122.271725,37.8516942
3102,M L KING JR WAY,,BERKELEY,94703,-122.2711583,37.8523273
3106,M L KING JR WAY,,BERKELEY,94703,-122.2711379,37.8521453
3113,HARPER ST,,BERKELEY,94703,-122.2716551,37.8518834
1831,WOOLSEY ST,,BERKELEY,94703,-122.2713891,37.8517298
3107,ELLIS ST,,BERKELEY,94703,-122.2728184,37.8519319
3112,HARPER ST,,BERKELEY,94703,-122.2722478,37.851799
1818,PRINCE ST,,BERKELEY,94703,-122.2721487,37.8521071
1801,WOOLSEY ST,,BERKELEY,94703,-122.2726353,37.8515017
1815,WOOLSEY ST,,BERKELEY,94703,-122.2722231,37.8515884
3117,ELLIS ST,,BERKELEY,94703,-122.272649,37.8516062
1817,WOOLSEY ST,,BERKELEY,94703,-122.2720846,37.8515982
3116,HARPER ST,,BERKELEY,94703,-122.2721616,37.8517304
1811,WOOLSEY ST,,BERKELEY,94703,-122.2723668,37.8516333
3115,ELLIS ST,,BERKELEY,94703,-122.2726609,37.8517052
3109,ELLIS ST,,BERKELEY,94703,-122.2726761,37.8518461
3108,HARPER ST,,BERKELEY,94703,-122.2722571,37.8519015
1800,PRINCE ST,,BERKELEY,94703,-122.2728338,37.8520714
1806,PRINCE ST,,BERKELEY,94703,-122.2726948,37.8520814
1808,PRINCE ST,,BERKELEY,94703,-122.2725574,37.8520536
1810,PRINCE ST,,BERKELEY,94703,-122.2724325,37.8520719
1812,PRINCE ST,,BERKELEY,94703,-122.272305,37.8520886
3131,ELLIS ST,,BERKELEY,94703,-122.2725874,37.8510488
3143,ELLIS ST,,BERKELEY,94703,-122.2725601,37.8507914
1821,FAIRVIEW ST,,BERKELEY,94703,-122.2718906,37.8507602
1822,WOOLSEY ST,,BERKELEY,94703,-122.2717509,37.8512482
1816,WOOLSEY ST,,BERKELEY,94703,-122.2721244,37.8512045
1818,WOOLSEY ST,,BERKELEY,94703,-122.2719915,37.8512202
3132,HARPER ST,,BERKELEY,94703,-122.2718272,37.8509542
1815,FAIRVIEW ST,,BERKELEY,94703,-122.2722409,37.850677
1823,FAIRVIEW ST,,BERKELEY,94703,-122.2717243,37.8507809
1817,FAIRVIEW ST,,BERKELEY,94703,-122.272061,37.8507497
3139,ELLIS ST,,BERKELEY,94703,-122.2725709,37.8508942
1801,FAIRVIEW ST,,BERKELEY,94703,-122.2726111,37.8506292
1809,FAIRVIEW ST,,BERKELEY,94703,-122.2724046,37.8506553
3129,ELLIS ST,,BERKELEY,94703,-122.2726605,37.8512094
1808,WOOLSEY ST,,BERKELEY,94703,-122.2724524,37.8512279
1812,WOOLSEY ST,,BERKELEY,94703,-122.2723524,37.8511344
1814,WOOLSEY ST,,BERKELEY,94703,-122.2722598,37.8512161
3128,HARPER ST,,BERKELEY,94703,-122.2718546,37.8510492
1820,WOOLSEY ST,,BERKELEY,94703,-122.2718688,37.8512344
3132,ELLIS ST,,BERKELEY,94703,-122.2731427,37.8510481
3131,KING ST,,BERKELEY,94703,-122.2737599,37.8509959
1704,WOOLSEY ST,,BERKELEY,94703,-122.2736199,37.851012
3136,ELLIS ST,,BERKELEY,94703,-122.2731916,37.85082
3135,KING ST,,BERKELEY,94703,-122.273605,37.85082
1701,FAIRVIEW ST,,BERKELEY,94703,-122.2737127,37.8505244
1705,FAIRVIEW ST,,BERKELEY,94703,-122.2735723,37.8505427
1707,FAIRVIEW ST,,BERKELEY,94703,-122.2734329,37.8505345
3138,ELLIS ST,,BERKELEY,94703,-122.2731818,37.8507258
3139,KING ST,,BERKELEY,94703,-122.2735959,37.8507257
3134,ELLIS ST,,BERKELEY,94703,-122.2731311,37.8509349
1710,WOOLSEY ST,,BERKELEY,94703,-122.2734839,37.8510292
1716,WOOLSEY ST,,BERKELEY,94703,-122.2733452,37.8510323
3130,ELLIS ST,,BERKELEY,94703,-122.273154,37.8511574
3140,ELLIS ST,,BERKELEY,94703,-122.2731639,37.8505605
3116a,ELLIS ST,,BERKELEY,94703,-122.2732712,37.8515319
3116b,ELLIS ST,,BERKELEY,94703,-122.2732712,37.8515319
3116c,ELLIS ST,,BERKELEY,94703,-122.2732712,37.8515319
3112,ELLIS ST,U1,BERKELEY,94703,-122.2732915,37.8517346
3112,ELLIS ST,U2,BERKELEY,94703,-122.2732915,37.8517346
3103,KING ST,,BERKELEY,94703,-122.2738635,37.8519248
1724,PRINCE ST,,BERKELEY,94703,-122.2737249,37.8519433
1726,PRINCE ST,,BERKELEY,94703,-122.2735872,37.8519615
1730,PRINCE ST,,BERKELEY,94703,-122.2734446,37.8519373
3107,KING ST,,BERKELEY,94703,-122.2737108,37.8517887
1711,WOOLSEY ST,,BERKELEY,94703,-122.2733833,37.8514077
1707,WOOLSEY ST,,BERKELEY,94703,-122.2736704,37.8514202
1709,WOOLSEY ST,,BERKELEY,94703,-122.2735299,37.8513986
3116,ELLIS ST,,BERKELEY,94703,-122.2732712,37.8515319
3114,ELLIS ST,,BERKELEY,94703,-122.2732807,37.8516348
3109,KING ST,,BERKELEY,94703,-122.2737007,37.8516924
3104,ELLIS ST,,BERKELEY,94703,-122.2732394,37.851952
3100,ELLIS ST,,BERKELEY,94703,-122.2732517,37.8520559
,ELLIS ST,,BERKELEY,94703,-122.2732915,37.8517346
3120,ELLIS ST,,BERKELEY,94703,-122.2731789,37.8514348
1703,WOOLSEY ST,,BERKELEY,94703,-122.2738058,37.8514013
3110,ELLIS ST,,BERKELEY,94703,-122.2733004,37.8518398
3125,KING ST,,BERKELEY,94703,-122.2736883,37.8515865
1639,WOOLSEY ST,,BERKELEY,94703,-122.2742098,37.8512977
1647,WOOLSEY ST,,BERKELEY,94703,-122.2742098,37.8512977
1620,PRINCE ST,,BERKELEY,94703,-122.2753233,37.8516601
3104,KING ST,,BERKELEY,94703,-122.2742661,37.8517893
1626,PRINCE ST,,BERKELEY,94703,-122.2751961,37.8516764
,WOOLSEY ST,,BERKELEY,94703,-122.2742098,37.8512977
1619,WOOLSEY ST,,BERKELEY,94703,-122.275504,37.8512618
1609,WOOLSEY ST,,BERKELEY,94703,-122.2758792,37.8511611
1611,WOOLSEY ST,,BERKELEY,94703,-122.2757632,37.8512308
1617,WOOLSEY ST,,BERKELEY,94703,-122.2756334,37.8512461
1637,WOOLSEY ST,,BERKELEY,94703,-122.2744143,37.8512703
3129,CALIFORNIA ST,,BERKELEY,94703,-122.2761734,37.8513125
1627,WOOLSEY ST,,BERKELEY,94703,-122.2750378,37.8513214
1631,WOOLSEY ST,,BERKELEY,94703,-122.2748699,37.8513411
1614,PRINCE ST,,BERKELEY,94703,-122.2757087,37.8516089
1616,PRINCE ST,,BERKELEY,94703,-122.2755786,37.851625
1630,PRINCE ST,,BERKELEY,94703,-122.2750661,37.8516938
3100,KING ST,,BERKELEY,94703,-122.2742796,37.8519158
3108,KING ST,,BERKELEY,94703,-122.2742528,37.8516659
3107,CALIFORNIA ST,,BERKELEY,94703,-122.2763308,37.8515313
1618,PRINCE ST,,BERKELEY,94703,-122.27545,37.8516444
1633,WOOLSEY ST,,BERKELEY,94703,-122.2747262,37.8513583
1635,WOOLSEY ST,,BERKELEY,94703,-122.2745814,37.8513868
1646,PRINCE ST,,BERKELEY,94703,-122.274471,37.8517732
1601,WOOLSEY ST,,BERKELEY,94703,-122.2762654,37.8511127
1605,WOOLSEY ST,,BERKELEY,94703,-122.2761337,37.8511284
1607,WOOLSEY ST,,BERKELEY,94703,-122.276004,37.8511454
1608,PRINCE ST,,BERKELEY,94703,-122.2761597,37.8515534
1610,PRINCE ST,,BERKELEY,94703,-122.2759883,37.8515748
1612,PRINCE ST,,BERKELEY,94703,-122.2758374,37.851594
1623,WOOLSEY ST,,BERKELEY,94703,-122.275383,37.8513162
3118,KING ST,,BERKELEY,94703,-122.2742944,37.8514143
1625,WOOLSEY ST,,BERKELEY,94703,-122.2752266,37.8513264
1644,PRINCE ST,,BERKELEY,94703,-122.2746294,37.851756
3110,KING ST,,BERKELEY,94703,-122.2743088,37.8515414
1632,PRINCE ST,,BERKELEY,94703,-122.2749217,37.8517104
1638,PRINCE ST,,BERKELEY,94703,-122.274781,37.8517281
1548,WOOLSEY ST,,BERKELEY,94703,-122.2767268,37.8506861
1519,FAIRVIEW ST,,BERKELEY,94703,-122.2774828,37.8500845
1523,FAIRVIEW ST,,BERKELEY,94703,-122.2773095,37.8501071
1539,FAIRVIEW ST,,BERKELEY,94703,-122.276612,37.8501591
1520,WOOLSEY ST,,BERKELEY,94703,-122.2777379,37.8504791
3134,CALIFORNIA ST,,BERKELEY,94703,-122.2767001,37.8505619
1522,WOOLSEY ST,,BERKELEY,94703,-122.277557,37.8504522
1524,WOOLSEY ST,,BERKELEY,94703,-122.2774664,37.8505264
1532,WOOLSEY ST,,BERKELEY,94703,-122.2770455,37.8505306
3140,CALIFORNIA ST,,BERKELEY,94703,-122.2765687,37.8503527
