number,street,unit,city,postcode,lon,lat
3208,SHATTUCK AVE,,BERKELEY,94705,-122.2663665,37.8520179
6618,SHATTUCK AVE,,BERKELEY,94609,-122.2653671,37.8521466
2320,WOOLSEY ST,,BERKELEY,94705,-122.26089,37.8527626
6699,TELEGRAPH AVE,,BERKELEY,94609,-122.2605769,37.8527914
2314,WOOLSEY ST,,BERKELEY,94705,-122.2610376,37.8527293
2312,WOOLSEY ST,,BERKELEY,94705,-122.2611871,37.8527139
2308,WOOLSEY ST,,BERKELEY,94705,-122.2613367,37.8526906
2304,WOOLSEY ST,,BERKELEY,94705,-122.2614872,37.8526631
2300,WOOLSEY ST,,BERKELEY,94705,-122.2616451,37.8526641
2400,WOOLSEY ST,,BERKELEY,94705,-122.2580735,37.8530981
2420,WOOLSEY ST,,BERKELEY,94705,-122.2575786,37.8531638
3100,COLBY ST,,BERKELEY,94705,-122.2574248,37.8531842
2412,WOOLSEY ST,,BERKELEY,94705,-122.2578604,37.8531264
2418,WOOLSEY ST,,BERKELEY,94705,-122.2577237,37.8531445
6420,BENVENUE AVE,,BERKELEY,94618,-122.2530487,37.8517537
6432,BENVENUE AVE,,BERKELEY,94618,-122.2530957,37.8520478
2607,ALCATRAZ AVE,,BERKELEY,94705,-122.2530136,37.8514247
6414,BENVENUE AVE,,BERKELEY,94618,-122.2530245,37.8516025
2634,WOOLSEY ST,,BERKELEY,94705,-122.2535198,37.8536965
3101,BENVENUE AVE,,BERKELEY,94705,-122.2537136,37.8536708
6451,MYSTIC ST,,BERKELEY,94618,-122.2490552,37.8514913
6364,MYSTIC ST,,BERKELEY,94618,-122.2504047,37.85145
6300,CLAREMONT AVE,,BERKELEY,94618,-122.2505116,37.8514048
6368,MYSTIC ST,,BERKELEY,94618,-122.2502934,37.8514521
6400,MYSTIC ST,,BERKELEY,94618,-122.2501546,37.8514766
1,TANGLEWOOD RD,,BERKELEY,94705,-122.2476807,37.864327
2951,DERBY ST,,BERKELEY,94705,-122.2474224,37.8633235
29,TANGLEWOOD RD,,BERKELEY,94705,-122.2443419,37.8612492
97,STONEWALL RD,,BERKELEY,94705,-122.2444387,37.8625455
3,TANGLEWOOD RD,,BERKELEY,94705,-122.2450323,37.8625018
5,TANGLEWOOD RD,,BERKELEY,94705,-122.2446572,37.8625318
25,TANGLEWOOD RD,,BERKELEY,94705,-122.2444876,37.8615809
19,TANGLEWOOD RD,,BERKELEY,94705,-122.244719,37.8618184
7,TANGLEWOOD RD,,BERKELEY,94705,-122.2447606,37.8622761
11,TANGLEWOOD RD,,BERKELEY,94705,-122.2446845,37.8620962
,TUNNEL RD,,BERKELEY,94705,-122.2416718,37.8573382
41,TUNNEL RD,,BERKELEY,94705,-122.2427409,37.857811
59,ALVARADO RD,,BERKELEY,94705,-122.241041,37.8573728
617,ALVARADO RD,,BERKELEY,94705,-122.238848,37.8575216
111,ALVARADO RD,,BERKELEY,94705,-122.2395237,37.8574745
290,ALVARADO RD,,BERKELEY,94705,-122.2379322,37.857538
256,ALVARADO RD,,BERKELEY,94705,-122.2363218,37.8575623
1318,67TH ST,,BERKELEY,94702,-122.2920242,37.8493532
1482,67TH ST,,BERKELEY,94702,-122.2935834,37.8490285
1482,67TH ST,,BERKELEY,94702,-122.2934661,37.8490226
1320,67TH ST,,BERKELEY,94702,-122.2921505,37.8492905
1318,67TH ST,,BERKELEY,94702,-122.2920393,37.8493127
1320,67TH ST,,BERKELEY,94702,-122.292183,37.8493134
3045A,SHATTUCK AVE,,BERKELEY,94705,-122.2660088,37.8537116
3045B,SHATTUCK AVE,,BERKELEY,94705,-122.2660088,37.8537116
3045C,SHATTUCK AVE,,BERKELEY,94705,-122.2660088,37.8537116
2139,PRINCE ST,,BERKELEY,94705,-122.2643586,37.8535684
3052,WHEELER ST,,BERKELEY,94705,-122.2643586,37.8535684
3054,WHEELER ST,,BERKELEY,94705,-122.2643586,37.8535684
2118,ESSEX ST,,BERKELEY,94705,-122.2652198,37.8537426
2115,PRINCE ST,,BERKELEY,94705,-122.265388,37.8534366
2125,PRINCE ST,,BERKELEY,94705,-122.2651393,37.8534695
2130,ESSEX ST,,BERKELEY,94705,-122.2649419,37.8537784
2108,ESSEX ST,,BERKELEY,94705,-122.2657739,37.8537338
2136,ESSEX ST,,BERKELEY,94705,-122.2645515,37.8538299
3051,SHATTUCK AVE,,BERKELEY,94705,-122.2659772,37.8535119
2131,PRINCE ST,,BERKELEY,94705,-122.2648263,37.8535082
3049,SHATTUCK AVE,,BERKELEY,94705,-122.2659918,37.853603
2135,PRINCE ST,,BERKELEY,94705,-122.2646489,37.8535297
2127,PRINCE ST,,BERKELEY,94705,-122.2649947,37.8534871
2110,ESSEX ST,,BERKELEY,94705,-122.2656507,37.8536871
3045,SHATTUCK AVE,,BERKELEY,94705,-122.2660088,37.8537116
2112,ESSEX ST,,BERKELEY,94705,-122.2655384,37.8537011
2116,ESSEX ST,,BERKELEY,94705,-122.2653926,37.8537205
2107,PRINCE ST,,BERKELEY,94705,-122.2657263,37.8533855
2109,PRINCE ST,,BERKELEY,94705,-122.2656305,37.8533375
2111,PRINCE ST,,BERKELEY,94705,-122.2655239,37.8534191
2117,PRINCE ST,,BERKELEY,94705,-122.2652657,37.8534521
3053,SHATTUCK AVE,,BERKELEY,94705,-122.2659596,37.8534057
3055,SHATTUCK AVE,,BERKELEY,94705,-122.265939,37.8532824
3042,WHEELER ST,,BERKELEY,94705,-122.2644163,37.8538453
2137,PRINCE ST,,BERKELEY,94705,-122.264494,37.8535512
,PRINCE ST,,BERKELEY,94705,-122.2643586,37.8535684
2128,ESSEX ST,,BERKELEY,94705,-122.2650653,37.8537631
2132,ESSEX ST,,BERKELEY,94705,-122.2648194,37.8537953
2134,ESSEX ST,,BERKELEY,94705,-122.264686,37.8538141
3036,FULTON ST,A,BERKELEY,94705,-122.2635957,37.8543962
3036,FULTON ST,B,BERKELEY,94705,-122.2635957,37.8543962
3036,FULTON ST,C,BERKELEY,94705,-122.2635957,37.8543962
3031,WHEELER ST,,BERKELEY,94705,-122.2640292,37.8543665
3015,WHEELER ST,,BERKELEY,94705,-122.2641717,37.8550462
3009,WHEELER ST,,BERKELEY,94705,-122.2642376,37.8551674
3037,WHEELER ST,,BERKELEY,94705,-122.2639726,37.8541132
3018,FULTON ST,,BERKELEY,94705,-122.2637139,37.8549624
3036,FULTON ST,,BERKELEY,94705,-122.2635957,37.8543962
2154,ASHBY AVE,,BERKELEY,94705,-122.2641593,37.8553654
3017,WHEELER ST,,BERKELEY,94705,-122.2641427,37.8549055
2205,PRINCE ST,,BERKELEY,94705,-122.263901,37.8535471
2209,PRINCE ST,,BERKELEY,94705,-122.2636812,37.8536701
3051,WHEELER ST,,BERKELEY,94705,-122.2639067,37.853787
3022,FULTON ST,,BERKELEY,94705,-122.2636835,37.8548149
2152,ASHBY AVE,,BERKELEY,94705,-122.2642735,37.8553513
3049,WHEELER ST,,BERKELEY,94705,-122.2639203,37.8538517
3048,FULTON ST,,BERKELEY,94705,-122.2634842,37.8538607
3091,WHEELER ST,,BERKELEY,94705,-122.2639207,37.8536477
3012,FULTON ST,,BERKELEY,94705,-122.2637409,37.8551014
3042,FULTON ST,,BERKELEY,94705,-122.2635242,37.8540727
3040,FULTON ST,,BERKELEY,94705,-122.2635446,37.854167
3046,FULTON ST,,BERKELEY,94705,-122.2635012,37.8539548
3087,WHEELER ST,,BERKELEY,94705,-122.2639345,37.8537179
3021,WHEELER ST,,BERKELEY,94705,-122.2640892,37.8546478
2150,ASHBY AVE,,BERKELEY,94705,-122.2643911,37.8553362
2215,PRINCE ST,,BERKELEY,94705,-122.2634205,37.853684
2178,ASHBY AVE,,BERKELEY,94705,-122.2638424,37.8553498
3024,FULTON ST,,BERKELEY,94705,-122.2636617,37.8547077
2160,ASHBY AVE,,BERKELEY,94705,-122.2640221,37.8553733
2180,ASHBY AVE,,BERKELEY,94705,-122.263663,37.8553728
3019,WHEELER ST,,BERKELEY,94705,-122.2641125,37.8547597
3038,FULTON ST,,BERKELEY,94705,-122.2635699,37.8542775
3025,WHEELER ST,,BERKELEY,94705,-122.2640566,37.8544887
3047,WHEELER ST,,BERKELEY,94705,-122.2639393,37.8539484
3034,FULTON ST,,BERKELEY,94705,-122.2636187,37.8544999
3033,WHEELER ST,,BERKELEY,94705,-122.2639998,37.854232
3026,FULTON ST,,BERKELEY,94705,-122.2636387,37.8545993
3035,FULTON ST,,BERKELEY,94705,-122.2629433,37.8543974
2204,ASHBY AVE,,BERKELEY,94705,-122.263123,37.8555872
3016,DEAKIN ST,,BERKELEY,94705,-122.2626572,37.855132
3017,FULTON ST,,BERKELEY,94705,-122.2630766,37.8550387
3005,FULTON ST,,BERKELEY,94705,-122.2632115,37.8554811
3048,DEAKIN ST,,BERKELEY,94705,-122.2624296,37.8539948
3020,DEAKIN ST,,BERKELEY,94705,-122.2626224,37.8549437
3019,FULTON ST,,BERKELEY,94705,-122.2630563,37.8549372
3049,FULTON ST,,BERKELEY,94705,-122.2628615,37.853967
2243,PRINCE ST,,BERKELEY,94705,-122.2624885,37.8538065
2245,PRINCE ST,,BERKELEY,94705,-122.2623535,37.8538232
3001,FULTON ST,,BERKELEY,94705,-122.2632924,37.8555654
2237,PRINCE ST,,BERKELEY,94705,-122.2626688,37.8537828
3045,FULTON ST,,BERKELEY,94705,-122.2628837,37.8540829
3046,DEAKIN ST,,BERKELEY,94705,-122.2624458,37.8540849
3027,FULTON ST,,BERKELEY,94705,-122.2629929,37.8546504
2210,ASHBY AVE,,BERKELEY,94705,-122.2629487,37.8555015
3009,FULTON ST,,BERKELEY,94705,-122.2631744,37.8553032
3028,DEAKIN ST,,BERKELEY,94705,-122.2625373,37.8545649
2221,PRINCE ST,,BERKELEY,94705,-122.2628996,37.8537536
3030,DEAKIN ST,,BERKELEY,94705,-122.2625123,37.8544269
3034,DEAKIN ST,,BERKELEY,94705,-122.2624836,37.8542711
3037,FULTON ST,,BERKELEY,94705,-122.2629287,37.8543102
2247,PRINCE ST,,BERKELEY,94705,-122.2622391,37.8538384
3031,FULTON ST,,BERKELEY,94705,-122.2629646,37.8545107
3013,FULTON ST,,BERKELEY,94705,-122.2631071,37.8551922
3044,DEAKIN ST,,BERKELEY,94705,-122.2624653,37.8541786
3041,FULTON ST,,BERKELEY,94705,-122.2629111,37.854218
3026,DEAKIN ST,,BERKELEY,94705,-122.2625623,37.8546812
3025,FULTON ST,,BERKELEY,94705,-122.2630179,37.854753
3021,FULTON ST,,BERKELEY,94705,-122.2630387,37.8548437
3024,DEAKIN ST,,BERKELEY,94705,-122.2626017,37.8548469
3012,DEAKIN ST,,BERKELEY,94705,-122.2626805,37.8552439
3007,FULTON ST,,BERKELEY,94705,-122.263193,37.8553911
3018,DEAKIN ST,,BERKELEY,94705,-122.2626395,37.8550406
3008,DEAKIN ST,,BERKELEY,94705,-122.2625733,37.855387
2212,ASHBY AVE,,BERKELEY,94705,-122.2627774,37.8555477
2218,ASHBY AVE,,BERKELEY,94705,-122.2626104,37.8555688
2911,WHEELER ST,,BERKELEY,94705,-122.2644322,37.8565822
2911,WHEELER ST,,BERKELEY,94705,-122.2644322,37.8565822
2151,ASHBY AVE,,BERKELEY,94705,-122.2643597,37.8558307
2927,WHEELER ST,,BERKELEY,94705,-122.2643129,37.8560189
2930,FULTON ST,,BERKELEY,94705,-122.2638016,37.8559925
2922,FULTON ST,,BERKELEY,94705,-122.2639116,37.8561982
2152,RUSSELL ST,,BERKELEY,94705,-122.2640245,37.8568503
2154,RUSSELL ST,,BERKELEY,94705,-122.2638851,37.8568685
2185,ASHBY AVE,,BERKELEY,94705,-122.2637662,37.8558172
2155,ASHBY AVE,,BERKELEY,94705,-122.2641464,37.8558596
2165,ASHBY AVE,,BERKELEY,94705,-122.2640022,37.8558823
2903,WHEELER ST,,BERKELEY,94705,-122.2646052,37.8567477
2923,WHEELER ST,,BERKELEY,94705,-122.2643592,37.8562259
2910,FULTON ST,,BERKELEY,94705,-122.2640004,37.8566367
2934,FULTON ST,,BERKELEY,94705,-122.2637831,37.8559018
2926,FULTON ST,,BERKELEY,94705,-122.2638828,37.8560785
2925,WHEELER ST,,BERKELEY,94705,-122.2643329,37.8561106
2920,FULTON ST,,BERKELEY,94705,-122.2639244,37.8562739
2146,RUSSELL ST,,BERKELEY,94705,-122.2643385,37.8568102
2150,RUSSELL ST,,BERKELEY,94705,-122.2641853,37.8568296
2917,WHEELER ST,,BERKELEY,94705,-122.2643778,37.8563207
2918,FULTON ST,,BERKELEY,94705,-122.2639452,37.8563708
2912,FULTON ST,,BERKELEY,94705,-122.2639714,37.8564988
2915,WHEELER ST,,BERKELEY,94705,-122.2644037,37.8564443
2907,WHEELER ST,,BERKELEY,94705,-122.2645907,37.8566739
2901,WHEELER ST,,BERKELEY,94705,-122.2646272,37.8568595
2144,RUSSELL ST,,BERKELEY,94705,-122.2644718,37.8567932
2911,WHEELER ST,,BERKELEY,94705,-122.2644322,37.8565822
2908,DEAKIN ST,D,BERKELEY,94705,-122.262896,37.8567923
2908,DEAKIN ST,E,BERKELEY,94705,-122.262896,37.8567923
2908,DEAKIN ST,A,BERKELEY,94705,-122.262896,37.8567923
2908,DEAKIN ST,B,BERKELEY,94705,-122.262896,37.8567923
2908,DEAKIN ST,C,BERKELEY,94705,-122.262896,37.8567923
2914,DEAKIN ST,1,BERKELEY,94705,-122.2628673,37.8566578
2914,DEAKIN ST,A2,BERKELEY,94705,-122.2628673,37.8566578
2912,DEAKIN ST,3,BERKELEY,94705,-122.2628673,37.8566578
2912,DEAKIN ST,A,BERKELEY,94705,-122.2628673,37.8566578
,DEAKIN ST,,BERKELEY,94705,-122.262896,37.8567923
2210,RUSSELL ST,,BERKELEY,94705,-122.2632867,37.857021
2214,RUSSELL ST,,BERKELEY,94705,-122.2629535,37.857049
2205,ASHBY AVE,,BERKELEY,94705,-122.2632466,37.8559871
2223,ASHBY AVE,,BERKELEY,94705,-122.2626552,37.8560505
2213,ASHBY AVE,,BERKELEY,94705,-122.262886,37.8560326
2918,DEAKIN ST,,BERKELEY,94705,-122.2628394,37.8565185
2923,FULTON ST,,BERKELEY,94705,-122.2632428,37.8561955
2218,RUSSELL ST,,BERKELEY,94705,-122.2628033,37.8570718
2207,ASHBY AVE,,BERKELEY,94705,-122.2631301,37.8560015
2212,RUSSELL ST,,BERKELEY,94705,-122.2630984,37.857035
2911,FULTON ST,,BERKELEY,94705,-122.263352,37.856736
,DEAKIN ST,,BERKELEY,94705,-122.2628673,37.8566578
2901,FULTON ST,,BERKELEY,94705,-122.2635152,37.8569897
2201,ASHBY AVE,,BERKELEY,94705,-122.263372,37.8559721
2211,ASHBY AVE,,BERKELEY,94705,-122.2630274,37.8560154
2906,DEAKIN ST,,BERKELEY,94705,-122.2628424,37.8569225
2921,FULTON ST,,BERKELEY,94705,-122.2632679,37.8563284
2920,DEAKIN ST,,BERKELEY,94705,-122.2628114,37.856386
2915,FULTON ST,,BERKELEY,94705,-122.2633239,37.8565981
2919,FULTON ST,,BERKELEY,94705,-122.2632955,37.8564601
2907,FULTON ST,,BERKELEY,94705,-122.2633785,37.8568661
2905,DEAKIN ST,,BERKELEY,94705,-122.262258,37.8570168
2244,RUSSELL ST,,BERKELEY,94705,-122.2617555,37.8572138
2903,DEAKIN ST,,BERKELEY,94705,-122.2623931,37.857137
2908,ELLSWORTH ST,,BERKELEY,94705,-122.2618081,37.8569249
2238,RUSSELL ST,,BERKELEY,94705,-122.2619743,37.8571875
2243,ASHBY AVE,,BERKELEY,94705,-122.2616609,37.856189
2235,ASHBY AVE,,BERKELEY,94705,-122.2618798,37.856161
2231,ASHBY AVE,,BERKELEY,94705,-122.2620724,37.8561347
2915,DEAKIN ST,,BERKELEY,94705,-122.262202,37.8567474
2247,ASHBY AVE,,BERKELEY,94705,-122.2614689,37.8562017
2927,DEAKIN ST,,BERKELEY,94705,-122.2621195,37.8563194
2932,ELLSWORTH ST,,BERKELEY,94705,-122.2616678,37.8564374
2906,ELLSWORTH ST,,BERKELEY,94705,-122.2617266,37.8570752
2934,ELLSWORTH ST,,BERKELEY,94705,-122.2616517,37.8563547
2229,ASHBY AVE,,BERKELEY,94705,-122.2622328,37.8561131
2925,DEAKIN ST,,BERKELEY,94705,-122.2621346,37.856403
2928,ELLSWORTH ST,,BERKELEY,94705,-122.2616881,37.8565422
2919,DEAKIN ST,,BERKELEY,94705,-122.2621739,37.8566084
2921,DEAKIN ST,,BERKELEY,94705,-122.2621516,37.8564896
2914,ELLSWORTH ST,,BERKELEY,94705,-122.261741,37.8567941
2918,ELLSWORTH ST,,BERKELEY,94705,-122.2617135,37.8566685
2911,DEAKIN ST,,BERKELEY,94705,-122.2622694,37.8568775
2234,RUSSELL ST,,BERKELEY,94705,-122.2621533,37.8571697
2325,HOWE ST,1,BERKELEY,94705,-122.2602356,37.8572131
2323,HOWE ST,2,BERKELEY,94705,-122.2602356,37.8572131
2325,HOWE ST,3,BERKELEY,94705,-122.2602356,37.8572131
2308,RUSSELL ST,,BERKELEY,94705,-122.2611489,37.8572757
2906,TELEGRAPH AVE,,BERKELEY,94705,-122.2598588,37.8573716
2314,RUSSELL ST,,BERKELEY,94705,-122.260757,37.8573293
2321,HOWE ST,,BERKELEY,94705,-122.2603779,37.8571942
2320,RUSSELL ST,,BERKELEY,94705,-122.2605272,37.8573581
2322,RUSSELL ST,,BERKELEY,94705,-122.2604154,37.8573718
2318,RUSSELL ST,,BERKELEY,94705,-122.2606417,37.8573441
2326,RUSSELL ST,,BERKELEY,94705,-122.2602759,37.8573969
2323,HOWE ST,,BERKELEY,94705,-122.2602356,37.8572131
2305,HOWE ST,,BERKELEY,94705,-122.2611031,37.8571013
2315,HOWE ST,,BERKELEY,94705,-122.2607164,37.8571514
2312,RUSSELL ST,,BERKELEY,94705,-122.2608699,37.8573142
2303,HOWE ST,,BERKELEY,94705,-122.2612648,37.8570862
2313,HOWE ST,,BERKELEY,94705,-122.26083,37.8571349
2309,HOWE ST,,BERKELEY,94705,-122.2609577,37.8571196
2310,RUSSELL ST,,BERKELEY,94705,-122.2609866,37.8572998
2912,TELEGRAPH AVE,,BERKELEY,94705,-122.2598526,37.8572407
2339,HOWE ST,,BERKELEY,94705,-122.2600669,37.8572241
2317,HOWE ST,,BERKELEY,94705,-122.2606013,37.8571644
2319,HOWE ST,,BERKELEY,94705,-122.2604899,37.8571811
2304,RUSSELL ST,,BERKELEY,94705,-122.2613205,37.8572608
2330,RUSSELL ST,,BERKELEY,94705,-122.2601176,37.8574487
2900,TELEGRAPH AVE,,BERKELEY,94705,-122.2598647,37.8574788
2306,HOWE ST,,BERKELEY,94705,-122.260954,37.8566501
2300,HOWE ST,,BERKELEY,94705,-122.2612069,37.856707
2996,TELEGRAPH AVE,,BERKELEY,94705,-122.2602151,37.8564158
2304,HOWE ST,,BERKELEY,94705,-122.2610887,37.8567183
2314,HOWE ST,,BERKELEY,94705,-122.2605929,37.8567329
2309,ASHBY AVE,,BERKELEY,94705,-122.2608144,37.8563416
2920,TELEGRAPH AVE,,BERKELEY,94705,-122.2600171,37.8568983
2301,ASHBY AVE,,BERKELEY,94705,-122.2611158,37.8563032
2305,ASHBY AVE,,BERKELEY,94705,-122.2609716,37.8563218
2315,ASHBY AVE,,BERKELEY,94705,-122.2606598,37.8563608
2925,ELLSWORTH ST,,BERKELEY,94705,-122.2610776,37.8565403
2308,HOWE ST,,BERKELEY,94705,-122.2608584,37.856785
2312,HOWE ST,,BERKELEY,94705,-122.2607184,37.8567177
2318,HOWE ST,,BERKELEY,94705,-122.2604655,37.8567489
2320,HOWE ST,,BERKELEY,94705,-122.260305,37.8566907
2327,WEBSTER ST,,BERKELEY,94705,-122.2610273,37.8552624
2317,WEBSTER ST,,BERKELEY,94705,-122.2615861,37.8552485
2325,WEBSTER ST,,BERKELEY,94705,-122.2611658,37.8552533
2321,WEBSTER ST,,BERKELEY,94705,-122.261383,37.8552846
2325,WEBSTER ST,A,BERKELEY,94705,-122.2611658,37.8552533
2325,WEBSTER ST,B,BERKELEY,94705,-122.2611658,37.8552533
2325,WEBSTER ST,C,BERKELEY,94705,-122.2611658,37.8552533
2325,WEBSTER ST,D,BERKELEY,94705,-122.2611658,37.8552533
2300,ASHBY AVE,,BERKELEY,94705,-122.2610806,37.8557166
2311,WEBSTER ST,,BERKELEY,94705,-122.2618679,37.8552387
3023,DEAKIN ST,,BERKELEY,94705,-122.2620641,37.8551223
3025,DEAKIN ST,,BERKELEY,94705,-122.2620448,37.855032
2329,WEBSTER ST,,BERKELEY,94705,-122.2608841,37.8552809
2313,WEBSTER ST,,BERKELEY,94705,-122.2617251,37.8552089
2333,WEBSTER ST,,BERKELEY,94705,-122.2607396,37.8553028
3000,TELEGRAPH AVE,,BERKELEY,94705,-122.2602915,37.8557446
3001,DEAKIN ST,,BERKELEY,94705,-122.2622378,37.8556103
3019,DEAKIN ST,,BERKELEY,94705,-122.2621044,37.8553205
3009,DEAKIN ST,,BERKELEY,94705,-122.2621269,37.8554311
3000,TELEGRAPH AVE,,BERKELEY,94705,-122.2601586,37.8554666
2292,ASHBY AVE,,BERKELEY,94705,-122.2614857,37.8557186
2286,ASHBY AVE,,BERKELEY,94705,-122.2616243,37.8556998
2298,ASHBY AVE,,BERKELEY,94705,-122.2612452,37.8557388
2328,ASHBY AVE,,BERKELEY,94705,-122.2608333,37.8557255
3021,DEAKIN ST,,BERKELEY,94705,-122.2620833,37.8552168
2296,ASHBY AVE,,BERKELEY,94705,-122.261384,37.8557326
2262,ASHBY AVE,,BERKELEY,94705,-122.2620816,37.8556309
2270,ASHBY AVE,,BERKELEY,94705,-122.2618542,37.8556388
3046,TELEGRAPH AVE,,BERKELEY,94705,-122.2603425,37.8542833
3045,DEAKIN ST,L,BERKELEY,94705,-122.2617866,37.854059
,DEAKIN ST,M,BERKELEY,94705,-122.2617866,37.854059
3045,DEAKIN ST,U,BERKELEY,94705,-122.2617866,37.854059
3038,HALCYON CT,,BERKELEY,94705,-122.2613995,37.8544994
3038,HALCYON CT,,BERKELEY,94705,-122.2613995,37.8544994
3038,HALCYON CT,,BERKELEY,94705,-122.2613995,37.8544994
3038,HALCYON CT,,BERKELEY,94705,-122.2613995,37.8544994
3038,HALCYON CT,,BERKELEY,94705,-122.2613995,37.8544994
3046,TELEGRAPH AVE,1,BERKELEY,94705,-122.2603425,37.8542833
3046,TELEGRAPH AVE,2,BERKELEY,94705,-122.2603425,37.8542833
3046,TELEGRAPH AVE,3,BERKELEY,94705,-122.2603425,37.8542833
3049,HALCYON CT,,BERKELEY,94705,-122.2606671,37.8541888
2326,WEBSTER ST,,BERKELEY,94705,-122.2608552,37.8548344
2305,PRINCE ST,,BERKELEY,94705,-122.2617587,37.8538829
3048,HALCYON CT,,BERKELEY,94705,-122.261369,37.8541157
2313,PRINCE ST,,BERKELEY,94705,-122.2613337,37.8539415
3042,HALCYON CT,,BERKELEY,94705,-122.2614346,37.8543621
3039,HALCYON CT,,BERKELEY,94705,-122.2607518,37.8546729
3043,DEAKIN ST,,BERKELEY,94705,-122.2618096,37.8541699
2327,PRINCE ST,,BERKELEY,94705,-122.2606351,37.8540295
,DEAKIN ST,,BERKELEY,94705,-122.2617866,37.854059
3038,HALCYON CT,,BERKELEY,94705,-122.2613995,37.8544994
3035,DEAKIN ST,,BERKELEY,94705,-122.2619832,37.8546514
2328,WEBSTER ST,,BERKELEY,94705,-122.2607209,37.8548516
3044,HALCYON CT,,BERKELEY,94705,-122.2613918,37.8542228
3039,DEAKIN ST,,BERKELEY,94705,-122.2618641,37.8544287
3042,TELEGRAPH AVE,,BERKELEY,94705,-122.2603474,37.8544071
3050,TELEGRAPH AVE,,BERKELEY,94705,-122.260334,37.8540672
2311,PRINCE ST,,BERKELEY,94705,-122.2614753,37.853925
2315,PRINCE ST,,BERKELEY,94705,-122.2611984,37.8539799
2309,PRINCE ST,,BERKELEY,94705,-122.2616158,37.8538998
2314,WEBSTER ST,,BERKELEY,94705,-122.2616662,37.854698
3030,TELEGRAPH AVE,,BERKELEY,94705,-122.2603498,37.8548605
3041,DEAKIN ST,,BERKELEY,94705,-122.2618378,37.8543023
3045,HALCYON CT,,BERKELEY,94705,-122.2607065,37.8543755
3040,TELEGRAPH AVE,,BERKELEY,94705,-122.260353,37.8545571
3037,DEAKIN ST,,BERKELEY,94705,-122.2619618,37.8545422
3099,DEAKIN ST,,BERKELEY,94705,-122.2618977,37.853863
3041,HALCYON CT,,BERKELEY,94705,-122.2607413,37.8545475
2312,WEBSTER ST,,BERKELEY,94705,-122.2617831,37.8546708
3047,HALCYON CT,,BERKELEY,94705,-122.2606868,37.8542818
3043,HALCYON CT,,BERKELEY,94705,-122.2607232,37.8544581
2302,WEBSTER ST,,BERKELEY,94705,-122.2620054,37.8547623
2316,WEBSTER ST,,BERKELEY,94705,-122.261532,37.8547162
2318,WEBSTER ST,,BERKELEY,94705,-122.261396,37.854734
2320,WEBSTER ST,,BERKELEY,94705,-122.261257,37.8547525
3075,TELEGRAPH AVE,,BERKELEY,94705,-122.259602,37.8542649
3079,TELEGRAPH AVE,,BERKELEY,94705,-122.259602,37.8542649
3085,TELEGRAPH AVE,,BERKELEY,94705,-122.259602,37.8542649
3089,TELEGRAPH AVE,,BERKELEY,94705,-122.259602,37.8542649
3095,TELEGRAPH AVE,,BERKELEY,94705,-122.259602,37.8542649
2400,DOWLING PL,1,BERKELEY,94705,-122.259602,37.8542649
2400,DOWLING PL,8,BERKELEY,94705,-122.259602,37.8542649
2400,DOWLING PL,9,BERKELEY,94705,-122.259602,37.8542649
2400,DOWLING PL,10,BERKELEY,94705,-122.259602,37.8542649
2400,DOWLING PL,2,BERKELEY,94705,-122.259602,37.8542649
2400,DOWLING PL,3,BERKELEY,94705,-122.259602,37.8542649
2400,DOWLING PL,4,BERKELEY,94705,-122.259602,37.8542649
2400,DOWLING PL,5,BERKELEY,94705,-122.259602,37.8542649
2400,DOWLING PL,6,BERKELEY,94705,-122.259602,37.8542649
2400,DOWLING PL,7,BERKELEY,94705,-122.259602,37.8542649
2424,DOWLING PL,,BERKELEY,94705,-122.2588925,37.8543545
2416,DOWLING PL,,BERKELEY,94705,-122.2590375,37.8543376
2421,PRINCE ST,,BERKELEY,94705,-122.2589244,37.8540708
2413,PRINCE ST,,BERKELEY,94705,-122.2593398,37.8539712
2414,DOWLING PL,,BERKELEY,94705,-122.2591771,37.8543183
2415,PRINCE ST,,BERKELEY,94705,-122.2592484,37.8540292
2419,PRINCE ST,,BERKELEY,94705,-122.2590241,37.8540583
2423,PRINCE ST,,BERKELEY,94705,-122.2588163,37.8540858
2425,PRINCE ST,,BERKELEY,94705,-122.2586876,37.8541028
3099,TELEGRAPH AVE,,BERKELEY,94705,-122.2595191,37.8539255
2417,PRINCE ST,,BERKELEY,94705,-122.2591357,37.854045
3075,TELEGRAPH AVE,,BERKELEY,94705,-122.259602,37.8542649
2410,DOWLING PL,,BERKELEY,94705,-122.2593363,37.8542988
3024,DANA ST,,BERKELEY,94705,-122.2587498,37.8543735
3031,TELEGRAPH AVE,100,BERKELEY,94705,-122.2593133,37.8549464
3031,TELEGRAPH AVE,101,BERKELEY,94705,-122.2593133,37.8549464
3031,TELEGRAPH AVE,103,BERKELEY,94705,-122.2593133,37.8549464
3031,TELEGRAPH AVE,115,BERKELEY,94705,-122.2593133,37.8549464
3031,TELEGRAPH AVE,217,BERKELEY,94705,-122.2593133,37.8549464
3031,TELEGRAPH AVE,215,BERKELEY,94705,-122.2593133,37.8549464
3031,TELEGRAPH AVE,136A,BERKELEY,94705,-122.2593133,37.8549464
3031,TELEGRAPH AVE,144,BERKELEY,94705,-122.2593133,37.8549464
